,id,element,type,gen,step,min_lvl_min_atk,min_lvl_max_atk,max_lvl_min_atk,max_lvl_max_atk,min_lvl_min_def,min_lvl_max_def,max_lvl_min_def,max_lvl_max_def,min_lvl_min_hp,min_lvl_max_hp,max_lvl_min_hp,max_lvl_max_hp
id,220,Earth,,1,Know,9,19,97,195,9,19,53,151,89,179,265,575
id,220,Earth,,1,Capsule,9,19,97,195,9,19,53,151,89,179,265,575
id,220,Earth,,1,Awakening,9,19,97,195,9,19,53,151,89,179,265,575
id,220,Earth,,1,Transcendence,9,19,97,195,9,19,53,151,89,179,265,575
id,220,Earth,,1,Advent,9,19,39,79,9,19,24,64,89,179,149,314
id,221,wind,,1,Know,12,24,100,200,9,19,53,151,94,189,314,629
id,221,wind,,1,Capsule,12,24,100,200,9,19,53,151,94,189,314,629
id,221,wind,,1,Awakening,12,24,100,200,9,19,53,151,94,189,314,629
id,221,wind,,1,Transcendence,12,24,100,200,9,19,53,151,94,189,314,629
id,221,wind,,1,Advent,12,24,42,84,9,19,24,64,94,189,169,339
id,222,Fire,,1,Know,12,24,56,156,9,19,53,151,89,179,353,707
id,222,Fire,,1,Capsule,12,24,56,156,9,19,53,151,89,179,353,707
id,222,Fire,,1,Awakening,12,24,56,156,9,19,53,151,89,179,353,707
id,222,Fire,,1,Transcendence,12,24,56,156,9,19,53,151,89,179,353,707
id,222,Fire,,1,Advent,12,24,27,69,9,19,24,64,89,179,179,359
id,223,Dark,,1,Know,12,24,56,156,17,34,105,210,89,179,265,531
id,223,Dark,,1,Capsule,12,24,56,156,17,34,105,210,89,179,265,531
id,223,Dark,,1,Awakening,12,24,56,156,17,34,105,210,89,179,265,531
id,223,Dark,,1,Transcendence,12,24,56,156,17,34,105,210,89,179,265,531
id,223,Dark,,1,Advent,12,24,27,69,17,34,47,94,89,179,149,299
id,224,Earth,,1,Know,8,17,52,149,18,37,106,213,84,169,260,565
id,224,Earth,,1,Capsule,8,17,52,149,18,37,106,213,84,169,260,565
id,224,Earth,,1,Awakening,8,17,52,149,18,37,106,213,84,169,260,565
id,224,Earth,,1,Transcendence,8,17,52,149,18,37,106,213,84,169,260,565
id,224,Earth,,1,Advent,8,17,23,62,18,37,48,97,84,169,144,304
id,225,Dark,,1,Know,10,21,54,153,10,21,54,153,94,189,402,805
id,225,Dark,,1,Capsule,10,21,54,153,10,21,54,153,94,189,402,805
id,225,Dark,,1,Awakening,10,21,54,153,10,21,54,153,94,189,402,805
id,225,Dark,,1,Transcendence,10,21,54,153,10,21,54,153,94,189,402,805
id,225,Dark,,1,Advent,10,21,25,66,10,21,25,66,94,189,199,399
id,226,water,,1,Know,10,21,54,153,11,23,55,155,89,179,353,707
id,226,water,,1,Capsule,10,21,54,153,11,23,55,155,89,179,353,707
id,226,water,,1,Awakening,10,21,54,153,11,23,55,155,89,179,353,707
id,226,water,,1,Transcendence,10,21,54,153,11,23,55,155,89,179,353,707
id,226,water,,1,Advent,10,21,25,66,11,23,26,68,89,179,179,359
id,227,Fire,,1,Know,12,24,56,112,12,24,12,68,89,179,353,751
id,227,Fire,,1,Capsule,12,24,56,112,12,24,12,68,89,179,353,751
id,227,Fire,,1,Awakening,12,24,56,112,12,24,12,68,89,179,353,751
id,227,Fire,,1,Transcendence,12,24,56,112,12,24,12,68,89,179,353,751
id,227,Fire,,1,Advent,12,24,27,54,12,24,12,39,89,179,179,374
id,228,Dark,,1,Know,14,29,102,205,9,19,53,151,89,179,265,531
id,228,Dark,,1,Capsule,14,29,102,205,9,19,53,151,89,179,265,531
id,228,Dark,,1,Awakening,14,29,102,205,9,19,53,151,89,179,265,531
id,228,Dark,,1,Transcendence,14,29,102,205,9,19,53,151,89,179,265,531
id,228,Dark,,1,Advent,14,29,44,89,9,19,24,64,89,179,149,299
id,229,Dark,,1,Know,9,19,97,195,9,19,53,151,99,199,275,595
id,229,Dark,,1,Capsule,9,19,97,195,9,19,53,151,99,199,275,595
id,229,Dark,,1,Awakening,9,19,97,195,9,19,53,151,99,199,275,595
id,229,Dark,,1,Transcendence,9,19,97,195,9,19,53,151,99,199,275,595
id,229,Dark,,1,Advent,9,19,39,79,9,19,24,64,99,199,159,334
id,230,Fire,,1,Know,17,35,61,167,17,35,61,123,114,229,378,757
id,230,Fire,,1,Capsule,17,35,61,167,17,35,61,123,114,229,378,757
id,230,Fire,,1,Awakening,17,35,61,167,17,35,61,123,114,229,378,757
id,230,Fire,,1,Transcendence,17,35,61,167,17,35,61,123,114,229,378,757
id,230,Fire,,1,Advent,17,35,32,80,17,35,32,65,114,229,204,409
id,231,water,,1,Know,13,27,57,159,13,27,57,115,100,201,408,817
id,231,water,,1,Capsule,13,27,57,159,13,27,57,115,100,201,408,817
id,231,water,,1,Awakening,13,27,57,159,13,27,57,115,100,201,408,817
id,231,water,,1,Transcendence,13,27,57,159,13,27,57,115,100,201,408,817
id,231,water,,1,Advent,13,27,28,72,13,27,28,57,100,201,205,411
id,232,water,,1,Know,13,27,57,159,13,27,57,115,100,201,408,861
id,232,water,,1,Capsule,13,27,57,159,13,27,57,115,100,201,408,861
id,232,water,,1,Awakening,13,27,57,159,13,27,57,115,100,201,408,861
id,232,water,,1,Transcendence,13,27,57,159,13,27,57,115,100,201,408,861
id,232,water,,1,Advent,13,27,28,72,13,27,28,57,100,201,205,426
id,233,water,,1,Know,14,29,58,161,14,29,58,117,104,209,456,913
id,233,water,,1,Capsule,14,29,58,161,14,29,58,117,104,209,456,913
id,233,water,,1,Awakening,14,29,58,161,14,29,58,117,104,209,456,913
id,233,water,,1,Transcendence,14,29,58,161,14,29,58,117,104,209,456,913
id,233,water,,1,Advent,14,29,29,74,14,29,29,59,104,209,224,449
id,234,water,,1,Know,16,32,60,164,16,32,60,120,110,221,462,969
id,234,water,,1,Capsule,16,32,60,164,16,32,60,120,110,221,462,969
id,234,water,,1,Awakening,16,32,60,164,16,32,60,120,110,221,462,969
id,234,water,,1,Transcendence,16,32,60,164,16,32,60,120,110,221,462,969
id,234,water,,1,Advent,16,32,31,77,16,32,31,62,110,221,230,476
id,235,Dark,,1,Know,8,17,96,193,8,17,52,149,75,151,295,635
id,235,Dark,,1,Capsule,8,17,96,193,8,17,52,149,75,151,295,635
id,235,Dark,,1,Awakening,8,17,96,193,8,17,52,149,75,151,295,635
id,235,Dark,,1,Transcendence,8,17,96,193,8,17,52,149,75,151,295,635
id,235,Dark,,1,Advent,8,17,38,77,8,17,23,62,75,151,150,316
id,236,Dark,,1,Know,8,17,96,193,8,17,52,149,75,151,339,679
id,236,Dark,,1,Capsule,8,17,96,193,8,17,52,149,75,151,339,679
id,236,Dark,,1,Awakening,8,17,96,193,8,17,52,149,75,151,339,679
id,236,Dark,,1,Transcendence,8,17,96,193,8,17,52,149,75,151,339,679
id,236,Dark,,1,Advent,8,17,38,77,8,17,23,62,75,151,165,331
id,237,Dark,,1,Know,9,19,97,195,9,19,53,151,79,159,343,731
id,237,Dark,,1,Capsule,9,19,97,195,9,19,53,151,79,159,343,731
id,237,Dark,,1,Awakening,9,19,97,195,9,19,53,151,79,159,343,731
id,237,Dark,,1,Transcendence,9,19,97,195,9,19,53,151,79,159,343,731
id,237,Dark,,1,Advent,9,19,39,79,9,19,24,64,79,159,169,354
id,238,Dark,,1,Know,11,22,99,198,11,22,55,154,85,171,393,787
id,238,Dark,,1,Capsule,11,22,99,198,11,22,55,154,85,171,393,787
id,238,Dark,,1,Awakening,11,22,99,198,11,22,55,154,85,171,393,787
id,238,Dark,,1,Transcendence,11,22,99,198,11,22,55,154,85,171,393,787
id,238,Dark,,1,Advent,11,22,41,82,11,22,26,67,85,171,190,381
id,239,light,,1,Know,12,25,56,157,8,17,52,149,85,171,349,743
id,239,light,,1,Capsule,12,25,56,157,8,17,52,149,85,171,349,743
id,239,light,,1,Awakening,12,25,56,157,8,17,52,149,85,171,349,743
id,239,light,,1,Transcendence,12,25,56,157,8,17,52,149,85,171,349,743
id,239,light,,1,Advent,12,25,27,70,8,17,23,62,85,171,175,366
id,240,light,,1,Know,12,25,56,157,8,17,52,149,85,171,393,787
id,240,light,,1,Capsule,12,25,56,157,8,17,52,149,85,171,393,787
id,240,light,,1,Awakening,12,25,56,157,8,17,52,149,85,171,393,787
id,240,light,,1,Transcendence,12,25,56,157,8,17,52,149,85,171,393,787
id,240,light,,1,Advent,12,25,27,70,8,17,23,62,85,171,190,381
id,241,light,,1,Know,13,27,57,159,9,19,53,151,89,179,397,839
id,241,light,,1,Capsule,13,27,57,159,9,19,53,151,89,179,397,839
id,241,light,,1,Awakening,13,27,57,159,9,19,53,151,89,179,397,839
id,241,light,,1,Transcendence,13,27,57,159,9,19,53,151,89,179,397,839
id,241,light,,1,Advent,13,27,28,72,9,19,24,64,89,179,194,404
id,242,light,,1,Know,15,30,59,162,11,22,55,154,95,191,447,895
id,242,light,,1,Capsule,15,30,59,162,11,22,55,154,95,191,447,895
id,242,light,,1,Awakening,15,30,59,162,11,22,55,154,95,191,447,895
id,242,light,,1,Transcendence,15,30,59,162,11,22,55,154,95,191,447,895
id,242,light,,1,Advent,15,30,30,75,11,22,26,67,95,191,215,431
id,243,Earth,,1,Know,8,17,96,193,8,17,52,149,85,171,305,611
id,243,Earth,,1,Capsule,8,17,96,193,8,17,52,149,85,171,305,611
id,243,Earth,,1,Awakening,8,17,96,193,8,17,52,149,85,171,305,611
id,243,Earth,,1,Transcendence,8,17,96,193,8,17,52,149,85,171,305,611
id,243,Earth,,1,Advent,8,17,38,77,8,17,23,62,85,171,160,321
id,244,Earth,,1,Know,8,17,96,193,8,17,52,149,85,171,305,655
id,244,Earth,,1,Capsule,8,17,96,193,8,17,52,149,85,171,305,655
id,244,Earth,,1,Awakening,8,17,96,193,8,17,52,149,85,171,305,655
id,244,Earth,,1,Transcendence,8,17,96,193,8,17,52,149,85,171,305,655
id,244,Earth,,1,Advent,8,17,38,77,8,17,23,62,85,171,160,336
id,245,Earth,,1,Know,9,19,97,195,9,19,53,151,89,179,353,707
id,245,Earth,,1,Capsule,9,19,97,195,9,19,53,151,89,179,353,707
id,245,Earth,,1,Awakening,9,19,97,195,9,19,53,151,89,179,353,707
id,245,Earth,,1,Transcendence,9,19,97,195,9,19,53,151,89,179,353,707
id,245,Earth,,1,Advent,9,19,39,79,9,19,24,64,89,179,179,359
id,246,Earth,,1,Know,11,22,99,198,11,22,55,154,95,191,359,763
id,246,Earth,,1,Capsule,11,22,99,198,11,22,55,154,95,191,359,763
id,246,Earth,,1,Awakening,11,22,99,198,11,22,55,154,95,191,359,763
id,246,Earth,,1,Transcendence,11,22,99,198,11,22,55,154,95,191,359,763
id,246,Earth,,1,Advent,11,22,41,82,11,22,26,67,95,191,185,386
id,247,wind,,1,Know,11,22,99,198,8,17,52,149,90,181,310,665
id,247,wind,,1,Capsule,11,22,99,198,8,17,52,149,90,181,310,665
id,247,wind,,1,Awakening,11,22,99,198,8,17,52,149,90,181,310,665
id,247,wind,,1,Transcendence,11,22,99,198,8,17,52,149,90,181,310,665
id,247,wind,,1,Advent,11,22,41,82,8,17,23,62,90,181,165,346
id,248,wind,,1,Know,11,22,99,198,8,17,52,149,90,181,354,709
id,248,wind,,1,Capsule,11,22,99,198,8,17,52,149,90,181,354,709
id,248,wind,,1,Awakening,11,22,99,198,8,17,52,149,90,181,354,709
id,248,wind,,1,Transcendence,11,22,99,198,8,17,52,149,90,181,354,709
id,248,wind,,1,Advent,11,22,41,82,8,17,23,62,90,181,180,361
id,249,wind,,1,Know,12,24,100,200,9,19,53,151,94,189,358,761
id,249,wind,,1,Capsule,12,24,100,200,9,19,53,151,94,189,358,761
id,249,wind,,1,Awakening,12,24,100,200,9,19,53,151,94,189,358,761
id,249,wind,,1,Transcendence,12,24,100,200,9,19,53,151,94,189,358,761
id,249,wind,,1,Advent,12,24,42,84,9,19,24,64,94,189,184,384
id,250,wind,,1,Know,13,27,101,203,11,22,55,154,100,201,408,817
id,250,wind,,1,Capsule,13,27,101,203,11,22,55,154,100,201,408,817
id,250,wind,,1,Awakening,13,27,101,203,11,22,55,154,100,201,408,817
id,250,wind,,1,Transcendence,13,27,101,203,11,22,55,154,100,201,408,817
id,250,wind,,1,Advent,13,27,43,87,11,22,26,67,100,201,205,411
id,251,Fire,,1,Know,11,22,55,154,8,17,52,149,85,171,349,743
id,251,Fire,,1,Capsule,11,22,55,154,8,17,52,149,85,171,349,743
id,251,Fire,,1,Awakening,11,22,55,154,8,17,52,149,85,171,349,743
id,251,Fire,,1,Transcendence,11,22,55,154,8,17,52,149,85,171,349,743
id,251,Fire,,1,Advent,11,22,26,67,8,17,23,62,85,171,175,366
id,252,Fire,,1,Know,11,22,55,154,8,17,52,149,85,171,393,787
id,252,Fire,,1,Capsule,11,22,55,154,8,17,52,149,85,171,393,787
id,252,Fire,,1,Awakening,11,22,55,154,8,17,52,149,85,171,393,787
id,252,Fire,,1,Transcendence,11,22,55,154,8,17,52,149,85,171,393,787
id,252,Fire,,1,Advent,11,22,26,67,8,17,23,62,85,171,190,381
id,253,Fire,,1,Know,12,24,56,156,9,19,53,151,89,179,397,839
id,253,Fire,,1,Capsule,12,24,56,156,9,19,53,151,89,179,397,839
id,253,Fire,,1,Awakening,12,24,56,156,9,19,53,151,89,179,397,839
id,253,Fire,,1,Transcendence,12,24,56,156,9,19,53,151,89,179,397,839
id,253,Fire,,1,Advent,12,24,27,69,9,19,24,64,89,179,194,404
id,254,Fire,,1,Know,13,27,57,159,11,22,55,154,95,191,447,895
id,254,Fire,,1,Capsule,13,27,57,159,11,22,55,154,95,191,447,895
id,254,Fire,,1,Awakening,13,27,57,159,11,22,55,154,95,191,447,895
id,254,Fire,,1,Transcendence,13,27,57,159,11,22,55,154,95,191,447,895
id,254,Fire,,1,Advent,13,27,28,72,11,22,26,67,95,191,215,431
id,255,Dark,,1,Know,11,22,55,154,16,32,104,208,85,171,261,567
id,255,Dark,,1,Capsule,11,22,55,154,16,32,104,208,85,171,261,567
id,255,Dark,,1,Awakening,11,22,55,154,16,32,104,208,85,171,261,567
id,255,Dark,,1,Transcendence,11,22,55,154,16,32,104,208,85,171,261,567
id,255,Dark,,1,Advent,11,22,26,67,16,32,46,92,85,171,145,306
id,256,Dark,,1,Know,11,22,55,154,16,32,104,208,85,171,305,611
id,256,Dark,,1,Capsule,11,22,55,154,16,32,104,208,85,171,305,611
id,256,Dark,,1,Awakening,11,22,55,154,16,32,104,208,85,171,305,611
id,256,Dark,,1,Transcendence,11,22,55,154,16,32,104,208,85,171,305,611
id,256,Dark,,1,Advent,11,22,26,67,16,32,46,92,85,171,160,321
id,257,Dark,,1,Know,12,24,56,156,17,34,105,210,89,179,309,663
id,257,Dark,,1,Capsule,12,24,56,156,17,34,105,210,89,179,309,663
id,257,Dark,,1,Awakening,12,24,56,156,17,34,105,210,89,179,309,663
id,257,Dark,,1,Transcendence,12,24,56,156,17,34,105,210,89,179,309,663
id,257,Dark,,1,Advent,12,24,27,69,17,34,47,94,89,179,164,344
id,258,Dark,,1,Know,13,27,57,159,18,37,106,213,95,191,359,719
id,258,Dark,,1,Capsule,13,27,57,159,18,37,106,213,95,191,359,719
id,258,Dark,,1,Awakening,13,27,57,159,18,37,106,213,95,191,359,719
id,258,Dark,,1,Transcendence,13,27,57,159,18,37,106,213,95,191,359,719
id,258,Dark,,1,Advent,13,27,28,72,18,37,48,97,95,191,185,371
id,259,Earth,,1,Know,7,15,51,147,17,35,105,211,80,161,300,601
id,259,Earth,,1,Capsule,7,15,51,147,17,35,105,211,80,161,300,601
id,259,Earth,,1,Awakening,7,15,51,147,17,35,105,211,80,161,300,601
id,259,Earth,,1,Transcendence,7,15,51,147,17,35,105,211,80,161,300,601
id,259,Earth,,1,Advent,7,15,22,60,17,35,47,95,80,161,155,311
id,260,Earth,,1,Know,7,15,51,147,17,35,105,211,80,161,300,645
id,260,Earth,,1,Capsule,7,15,51,147,17,35,105,211,80,161,300,645
id,260,Earth,,1,Awakening,7,15,51,147,17,35,105,211,80,161,300,645
id,260,Earth,,1,Transcendence,7,15,51,147,17,35,105,211,80,161,300,645
id,260,Earth,,1,Advent,7,15,22,60,17,35,47,95,80,161,155,326
id,261,Earth,,1,Know,8,17,52,149,18,37,106,213,84,169,348,697
id,261,Earth,,1,Capsule,8,17,52,149,18,37,106,213,84,169,348,697
id,261,Earth,,1,Awakening,8,17,52,149,18,37,106,213,84,169,348,697
id,261,Earth,,1,Transcendence,8,17,52,149,18,37,106,213,84,169,348,697
id,261,Earth,,1,Advent,8,17,23,62,18,37,48,97,84,169,174,349
id,262,Earth,,1,Know,10,20,54,152,20,40,108,216,90,181,354,753
id,262,Earth,,1,Capsule,10,20,54,152,20,40,108,216,90,181,354,753
id,262,Earth,,1,Awakening,10,20,54,152,20,40,108,216,90,181,354,753
id,262,Earth,,1,Transcendence,10,20,54,152,20,40,108,216,90,181,354,753
id,262,Earth,,1,Advent,10,20,25,65,20,40,50,100,90,181,180,376
id,263,Dark,,1,Know,9,19,53,151,9,19,53,151,90,181,398,841
id,263,Dark,,1,Capsule,9,19,53,151,9,19,53,151,90,181,398,841
id,263,Dark,,1,Awakening,9,19,53,151,9,19,53,151,90,181,398,841
id,263,Dark,,1,Transcendence,9,19,53,151,9,19,53,151,90,181,398,841
id,263,Dark,,1,Advent,9,19,24,64,9,19,24,64,90,181,195,406
id,264,Dark,,1,Know,9,19,53,151,9,19,53,151,90,181,442,885
id,264,Dark,,1,Capsule,9,19,53,151,9,19,53,151,90,181,442,885
id,264,Dark,,1,Awakening,9,19,53,151,9,19,53,151,90,181,442,885
id,264,Dark,,1,Transcendence,9,19,53,151,9,19,53,151,90,181,442,885
id,264,Dark,,1,Advent,9,19,24,64,9,19,24,64,90,181,210,421
id,265,Dark,,1,Know,10,21,54,153,10,21,54,153,94,189,446,937
id,265,Dark,,1,Capsule,10,21,54,153,10,21,54,153,94,189,446,937
id,265,Dark,,1,Awakening,10,21,54,153,10,21,54,153,94,189,446,937
id,265,Dark,,1,Transcendence,10,21,54,153,10,21,54,153,94,189,446,937
id,265,Dark,,1,Advent,10,21,25,66,10,21,25,66,94,189,214,444
id,266,Dark,,1,Know,12,24,56,156,12,24,56,156,100,201,496,993
id,266,Dark,,1,Capsule,12,24,56,156,12,24,56,156,100,201,496,993
id,266,Dark,,1,Awakening,12,24,56,156,12,24,56,156,100,201,496,993
id,266,Dark,,1,Transcendence,12,24,56,156,12,24,56,156,100,201,496,993
id,266,Dark,,1,Advent,12,24,27,69,12,24,27,69,100,201,235,471
id,267,water,,1,Know,9,19,53,151,10,21,54,153,85,171,349,743
id,267,water,,1,Capsule,9,19,53,151,10,21,54,153,85,171,349,743
id,267,water,,1,Awakening,9,19,53,151,10,21,54,153,85,171,349,743
id,267,water,,1,Transcendence,9,19,53,151,10,21,54,153,85,171,349,743
id,267,water,,1,Advent,9,19,24,64,10,21,25,66,85,171,175,366
id,268,water,,1,Know,9,19,53,151,10,21,54,153,85,171,393,787
id,268,water,,1,Capsule,9,19,53,151,10,21,54,153,85,171,393,787
id,268,water,,1,Awakening,9,19,53,151,10,21,54,153,85,171,393,787
id,268,water,,1,Transcendence,9,19,53,151,10,21,54,153,85,171,393,787
id,268,water,,1,Advent,9,19,24,64,10,21,25,66,85,171,190,381
id,269,water,,1,Know,10,21,54,153,11,23,55,155,89,179,397,839
id,269,water,,1,Capsule,10,21,54,153,11,23,55,155,89,179,397,839
id,269,water,,1,Awakening,10,21,54,153,11,23,55,155,89,179,397,839
id,269,water,,1,Transcendence,10,21,54,153,11,23,55,155,89,179,397,839
id,269,water,,1,Advent,10,21,25,66,11,23,26,68,89,179,194,404
id,270,water,,1,Know,12,24,56,156,13,26,57,158,95,191,447,895
id,270,water,,1,Capsule,12,24,56,156,13,26,57,158,95,191,447,895
id,270,water,,1,Awakening,12,24,56,156,13,26,57,158,95,191,447,895
id,270,water,,1,Transcendence,12,24,56,156,13,26,57,158,95,191,447,895
id,270,water,,1,Advent,12,24,27,69,13,26,28,71,95,191,215,431
id,271,Dark,,1,Know,13,27,101,203,8,17,52,149,85,171,261,567
id,271,Dark,,1,Capsule,13,27,101,203,8,17,52,149,85,171,261,567
id,271,Dark,,1,Awakening,13,27,101,203,8,17,52,149,85,171,261,567
id,271,Dark,,1,Transcendence,13,27,101,203,8,17,52,149,85,171,261,567
id,271,Dark,,1,Advent,13,27,43,87,8,17,23,62,85,171,145,306
id,272,Dark,,1,Know,13,27,101,203,8,17,52,149,85,171,305,611
id,272,Dark,,1,Capsule,13,27,101,203,8,17,52,149,85,171,305,611
id,272,Dark,,1,Awakening,13,27,101,203,8,17,52,149,85,171,305,611
id,272,Dark,,1,Transcendence,13,27,101,203,8,17,52,149,85,171,305,611
id,272,Dark,,1,Advent,13,27,43,87,8,17,23,62,85,171,160,321
id,273,Dark,,1,Know,14,29,102,205,9,19,53,151,89,179,309,663
id,273,Dark,,1,Capsule,14,29,102,205,9,19,53,151,89,179,309,663
id,273,Dark,,1,Awakening,14,29,102,205,9,19,53,151,89,179,309,663
id,273,Dark,,1,Transcendence,14,29,102,205,9,19,53,151,89,179,309,663
id,273,Dark,,1,Advent,14,29,44,89,9,19,24,64,89,179,164,344
id,274,Dark,,1,Know,16,32,104,208,11,22,55,154,95,191,359,719
id,274,Dark,,1,Capsule,16,32,104,208,11,22,55,154,95,191,359,719
id,274,Dark,,1,Awakening,16,32,104,208,11,22,55,154,95,191,359,719
id,274,Dark,,1,Transcendence,16,32,104,208,11,22,55,154,95,191,359,719
id,274,Dark,,1,Advent,16,32,46,92,11,22,26,67,95,191,185,371
id,275,Dark,,1,Know,8,17,96,193,8,17,52,149,95,191,315,631
id,275,Dark,,1,Capsule,8,17,96,193,8,17,52,149,95,191,315,631
id,275,Dark,,1,Awakening,8,17,96,193,8,17,52,149,95,191,315,631
id,275,Dark,,1,Transcendence,8,17,96,193,8,17,52,149,95,191,315,631
id,275,Dark,,1,Advent,8,17,38,77,8,17,23,62,95,191,170,341
id,276,Dark,,1,Know,8,17,96,193,8,17,52,149,95,191,315,675
id,276,Dark,,1,Capsule,8,17,96,193,8,17,52,149,95,191,315,675
id,276,Dark,,1,Awakening,8,17,96,193,8,17,52,149,95,191,315,675
id,276,Dark,,1,Transcendence,8,17,96,193,8,17,52,149,95,191,315,675
id,276,Dark,,1,Advent,8,17,38,77,8,17,23,62,95,191,170,356
id,277,Dark,,1,Know,9,19,97,195,9,19,53,151,99,199,363,727
id,277,Dark,,1,Capsule,9,19,97,195,9,19,53,151,99,199,363,727
id,277,Dark,,1,Awakening,9,19,97,195,9,19,53,151,99,199,363,727
id,277,Dark,,1,Transcendence,9,19,97,195,9,19,53,151,99,199,363,727
id,277,Dark,,1,Advent,9,19,39,79,9,19,24,64,99,199,189,379
id,278,Dark,,1,Know,11,22,99,198,11,22,55,154,105,211,369,783
id,278,Dark,,1,Capsule,11,22,99,198,11,22,55,154,105,211,369,783
id,278,Dark,,1,Awakening,11,22,99,198,11,22,55,154,105,211,369,783
id,278,Dark,,1,Transcendence,11,22,99,198,11,22,55,154,105,211,369,783
id,278,Dark,,1,Advent,11,22,41,82,11,22,26,67,105,211,195,406
id,279,Fire,,1,Know,16,33,60,165,16,33,60,121,110,221,374,793
id,279,Fire,,1,Capsule,16,33,60,165,16,33,60,121,110,221,374,793
id,279,Fire,,1,Awakening,16,33,60,165,16,33,60,121,110,221,374,793
id,279,Fire,,1,Transcendence,16,33,60,165,16,33,60,121,110,221,374,793
id,279,Fire,,1,Advent,16,33,31,78,16,33,31,63,110,221,200,416
id,280,Fire,,1,Know,16,33,60,165,16,33,60,121,110,221,418,837
id,280,Fire,,1,Capsule,16,33,60,165,16,33,60,121,110,221,418,837
id,280,Fire,,1,Awakening,16,33,60,165,16,33,60,121,110,221,418,837
id,280,Fire,,1,Transcendence,16,33,60,165,16,33,60,121,110,221,418,837
id,280,Fire,,1,Advent,16,33,31,78,16,33,31,63,110,221,215,431
id,281,Fire,,1,Know,17,35,61,167,17,35,61,123,114,229,422,889
id,281,Fire,,1,Capsule,17,35,61,167,17,35,61,123,114,229,422,889
id,281,Fire,,1,Awakening,17,35,61,167,17,35,61,123,114,229,422,889
id,281,Fire,,1,Transcendence,17,35,61,167,17,35,61,123,114,229,422,889
id,281,Fire,,1,Advent,17,35,32,80,17,35,32,65,114,229,219,454
id,282,Fire,,1,Know,19,38,63,170,19,38,63,126,120,241,472,945
id,282,Fire,,1,Capsule,19,38,63,170,19,38,63,126,120,241,472,945
id,282,Fire,,1,Awakening,19,38,63,170,19,38,63,126,120,241,472,945
id,282,Fire,,1,Transcendence,19,38,63,170,19,38,63,126,120,241,472,945
id,282,Fire,,1,Advent,19,38,34,83,19,38,34,68,120,241,240,481
id,283,Dark,,1,Know,15,30,59,162,9,18,53,150,104,209,368,737
id,283,Dark,,1,Capsule,15,30,59,162,9,18,53,150,104,209,368,737
id,283,Dark,,1,Awakening,15,30,59,162,9,18,53,150,104,209,368,737
id,283,Dark,,1,Transcendence,15,30,59,162,9,18,53,150,104,209,368,737
id,283,Dark,,1,Advent,15,30,30,75,9,18,24,63,104,209,194,389
id,284,Dark,,1,Know,12,25,56,157,12,25,56,157,104,209,368,737
id,284,Dark,,1,Capsule,12,25,56,157,12,25,56,157,104,209,368,737
id,284,Dark,,1,Awakening,12,25,56,157,12,25,56,157,104,209,368,737
id,284,Dark,,1,Transcendence,12,25,56,157,12,25,56,157,104,209,368,737
id,284,Dark,,1,Advent,12,25,27,70,12,25,27,70,104,209,194,389
id,285,wind,Air,1,Know,15,30,59,162,9,18,53,150,104,209,368,737
id,285,wind,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,285,wind,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,285,wind,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,285,wind,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,286,Fire,,1,Know,11,23,55,155,11,23,55,155,109,219,373,747
id,286,Fire,,1,Capsule,11,23,55,155,11,23,55,155,109,219,373,747
id,286,Fire,,1,Awakening,11,23,55,155,11,23,55,155,109,219,373,747
id,286,Fire,,1,Transcendence,11,23,55,155,11,23,55,155,109,219,373,747
id,286,Fire,,1,Advent,11,23,26,68,11,23,26,68,109,219,199,399
id,287,Dark,,1,Know,9,18,97,194,9,18,53,150,94,189,314,629
id,287,Dark,,1,Capsule,9,18,97,194,9,18,53,150,94,189,314,629
id,287,Dark,,1,Awakening,9,18,97,194,9,18,53,150,94,189,314,629
id,287,Dark,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,314,629
id,287,Dark,,1,Advent,9,18,39,78,9,18,24,63,94,189,169,339
id,288,light,,1,Know,9,18,97,194,9,18,53,150,94,189,314,629
id,288,light,,1,Capsule,9,18,97,194,9,18,53,150,94,189,314,629
id,288,light,,1,Awakening,9,18,97,194,9,18,53,150,94,189,314,629
id,288,light,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,314,629
id,288,light,,1,Advent,9,18,39,78,9,18,24,63,94,189,169,339
id,289,Earth,,1,Know,11,23,55,155,11,23,55,155,109,219,373,747
id,289,Earth,,1,Capsule,11,23,55,155,11,23,55,155,109,219,373,747
id,289,Earth,,1,Awakening,11,23,55,155,11,23,55,155,109,219,373,747
id,289,Earth,,1,Transcendence,11,23,55,155,11,23,55,155,109,219,373,747
id,289,Earth,,1,Advent,11,23,26,68,11,23,26,68,109,219,199,399
id,290,Dark,Attack,1,Know,12,25,56,157,12,25,56,157,104,209,368,737
id,290,Dark,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,290,Dark,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
