id,name,desc,dragon_images
908,Charcoal Flame C,The dragon takes the world's embers. The embers where the charcoal flame passes is sucked into the fire of his back. The sucked embers are said to burn more red and colorfully.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010101923145274.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010111780725453.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010111118281427.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010111863506611.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101012553939515.']"
909,Charcoal Flame B,The dragon takes the world's embers. The embers where the charcoal flame passes is sucked into the fire of his back. The sucked embers are said to burn more red and colorfully.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101028674473245.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010281182746503.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2019122610102872917249.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101029183261217.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010291581687204.']"
910,Charcoal Flame A,The dragon takes the world's embers. The embers where the charcoal flame passes is sucked into the fire of his back. The sucked embers are said to burn more red and colorfully.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101044252211657.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261010442077047419.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101044325538673.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101045919391806.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101045332091395.']"
911,Charcoal Flame S,The dragon takes the world's embers. The embers where the charcoal flame passes is sucked into the fire of his back. The sucked embers are said to burn more red and colorfully.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101101481068433.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011011803471579.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101102443612051.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011021819255728.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101102460800982.']"
912,Charcoal Flame SS,The dragon takes the world's embers. The embers where the charcoal flame passes is sucked into the fire of his back. The sucked embers are said to burn more red and colorfully.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011161041290719.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011171275107535.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101117425179843.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2019122610111784485834.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011181850343102.']"
913,Charcoal Flame SSS,The dragon takes the world's embers. The embers where the charcoal flame passes is sucked into the fire of his back. The sucked embers are said to burn more red and colorfully.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101132726318473.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101132930288841.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011321206463481.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011331303616497.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261011331793898941.']"
914,Gungnir,"The dragon judges all evil with the tail of the judge. It was born to protect and protect the descendants of the light. However, because of its a little cheeky personality, it also rots the insides of other dragons. It attacks the enemy like an iron wall that does not show any gaps. It is a dragon.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221850161707482237.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221850161103770308.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221850161652658843.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122185016367242309.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122185017921122942.']"
915,Ludo,"God's Ore Dragon. If you take a piece of Ludore's skin and keep it in that state forever, the piece of skin is called God's Ore and all the blacksmiths of the Utah want to meet. The piece of skin is only the power of Ludore. It can be changed into a shape that can be transformed into a shape that can be transformed into a shape that can be transformed, so even if it is secretly removed, it cannot be made to the desired shape.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221822331513254435.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221822331558805901.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221822341654129118.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221822341798554640.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221822341587214399.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182235806071637.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182235105805471.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221822351810872214.png']"
916,Seward,"The dragon of light that protects the solar system. If the planet is in danger, it saves it from crisis. It is said that in exchange for protecting the solar system, you can use a sword that resembles a planet.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182347593335509.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221823471686601765.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221823481236179146.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182348721611295.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221823481540432058.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221823481703611438.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221823491472336325.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221823491246846010.png']"
917,K9 C,The dragon moves through the darkness behind the sword. Kills enemies hidden in the shadows created by the sun. His sharp blade only turns blue when it encounters an enemy.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221824481965262135.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221824481752292773.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221824481371666269.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020012218244878604623.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221824491502634645.']"
918,K9 B,The dragon moves through the darkness behind the sword. Kills enemies hidden in the shadows created by the sun. His sharp blade only turns blue when it encounters an enemy.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221825241001450187.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182524366327308.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182525643170773.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020012218252565051134.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221825251273778089.']"
919,K9 A,The dragon moves through the darkness behind the sword. Kills enemies hidden in the shadows created by the sun. His sharp blade only turns blue when it encounters an enemy.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182557268136561.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221825571036153873.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020012218255815362959.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182558298383297.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221825581326098470.']"
920,K9 S,The dragon moves through the darkness behind the sword. Kills enemies hidden in the shadows created by the sun. His sharp blade only turns blue when it encounters an enemy.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182641799055829.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221826422131154408.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182642148354297.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122182642127852189.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221826421855984115.']"
921,K9 SS,The dragon moves through the darkness behind the sword. Kills enemies hidden in the shadows created by the sun. His sharp blade only turns blue when it encounters an enemy.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183442287172232.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221834421727042470.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221834431444400370.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183443722652489.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221834431254687948.']"
922,K9 SSS,The dragon moves through the darkness behind the sword. Kills enemies hidden in the shadows created by the sun. His sharp blade only turns blue when it encounters an enemy.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183707170525573.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183708575528575.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020012218370847706075.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183708512838070.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221837091200850508.']"
923,Eira,"A dragon that appears on a comet that comes once every 8 years. It is said that it has many wings because it goes on a long journey of 8 years. Traveling, collecting starlight from a distant area and putting it in a decoration.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221838501934198933.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221838501520286795.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221838521514936071.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221838521674870225.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221838521712780266.']"
924,Scarlet,"It is often seen around a child who has lost his way. It has a red color that does not match the forest, but it is difficult to see it because he lives in hiding. Most of the sightings are hovering around a child lost in the forest, protecting the child from danger I often show myself.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183943942055985.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221839431127830912.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221839431826574269.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122183943978825220.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202001221839441516236733.']"
925,Shen,"Dragons that only inhabit high plateaus and cold polar regions. They are said to be bright blue at birth and darker as they age. They are quite friendly, except for a few. The white ring pattern is slightly different for each individual, and the hard skin on the back and legs is durable. Their white mane is a soft material, as if touching silk.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162126561589866.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021621271926930438.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162127694235289.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021621271798804177.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162128388934865.']"
926,Berries,"A nocturnal dragon that moves at night, often seen late at night or early in the dawn, is not known to many people. It is also the target of a tamer who wants a dragon with high scarcity.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162221660529582.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162221121580995.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021622211056101808.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162221243383521.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162222509659000.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021622221773219064.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021622221713125417.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021622231365599283.png']"
927,Tempest C,"A dragon with a storm, a storm accompanied by a thundercloud is said to be often seen. Because it always appears with a thundercloud, it has the nickname of Storm Dragon. It is recognized as'.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021623271642023845.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021623271072468071.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021623281204415212.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021623281868423988.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021623281530742685.']"
928,Tempest B,"A dragon with a storm, a storm accompanied by a thundercloud is said to be often seen. Because it always appears with a thundercloud, it has the nickname of Storm Dragon. It is recognized as'.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021624481309505080.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021624491041120066.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021624491264756082.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162449857130682.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020030216245098853599.']"
929,Tempest A,"A dragon with a storm, a storm accompanied by a thundercloud is said to be often seen. Because it always appears with a thundercloud, it has the nickname of Storm Dragon. It is recognized as'.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162642113606289.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021626421857405555.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021626421240676479.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021626431220663216.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162643255576891.']"
930,Tempest S,"A dragon with a storm, a storm accompanied by a thundercloud is said to be often seen. Because it always appears with a thundercloud, it has the nickname of Storm Dragon. It is recognized as'.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302162701793763030.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021627011117886804.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021627011715997956.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020030216270245253349.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021627031043881052.']"
931,Tempest SS,"A dragon with a storm, a storm accompanied by a thundercloud is said to be often seen. Because it always appears with a thundercloud, it has the nickname of Storm Dragon. It is recognized as'.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633181523123961.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302163318401865009.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633181424676425.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633181513910206.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302163319337935990.']"
932,Tempest SSS,"A dragon with a storm, a storm accompanied by a thundercloud is said to be often seen. Because it always appears with a thundercloud, it has the nickname of Storm Dragon. It is recognized as'.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633351253435309.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633351437487246.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302163335306177728.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633361306566731.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021633361630514908.']"
933,Sunset Dragon C,"A five-colored dragon that is said to be beautiful. It is known that many tamers are targets with its beautiful appearance. However, it is difficult to get along easily because of doubts.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165300295771057.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653001920608638.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165300758102812.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653001770148821.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653011848589266.']"
934,Sunset Dragon B,"A five-colored dragon that is said to be beautiful. It is known that many tamers are targets with its beautiful appearance. However, it is difficult to get along easily because of doubts.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653231097141820.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653231021287888.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165323333736257.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653231169573395.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653241266559947.']"
935,Sunset Dragon A,"A five-colored dragon that is said to be beautiful. It is known that many tamers are targets with its beautiful appearance. However, it is difficult to get along easily because of doubts.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653382019079660.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653391541512328.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653391661572068.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021653391574671241.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165340225107036.']"
936,Sunset Dragon S,"A five-colored dragon that is said to be beautiful. It is known that many tamers are targets with its beautiful appearance. However, it is difficult to get along easily because of doubts.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021654461311500218.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021654471503070913.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021654471642737951.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165447673038338.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165447926933760.']"
937,Sunset Dragon SS,"A five-colored dragon that is said to be beautiful. It is known that many tamers are targets with its beautiful appearance. However, it is difficult to get along easily because of doubts.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021655061059148109.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165506771753861.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165507711852172.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165507688711289.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021655071787014670.']"
938,Sunset Dragon SSS,"A five-colored dragon that is said to be beautiful. It is known that many tamers are targets with its beautiful appearance. However, it is difficult to get along easily because of doubts.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021656241344251001.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021656251047925253.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021656251126907329.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165625686511817.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021656261570859652.']"
939,Foamhout,"A dragon with a shining personality like the brightest of the stars in the sky, its tail and eyes sparkle like the Milky Way, and their tails are very cherished.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165849433752038.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165849119922103.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200302165849118909656.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021658501668245687.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003021658501493871531.']"
940,Macara,"Evil space dragon following Needhog, rival of Mithra, has an arrogant and belligerent personality, and has fun to terrorize opponents. Despises weak dragons and pursues strengths.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324095838684593278.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003240958381096376334.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324095838664775777.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003240958391439109324.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324095839916510498.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324095839626404009.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003240958401041362052.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003240958401429741246.png']"
941,Anurada C,"These evil dragons devoted their loyalty to Macara, destroying several planets and became notorious for the entire Elvesta star system.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032410010946566023.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001091870251657.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100109238671431.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001102100553667.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100110329230807.']"
942,Anurada B,"These evil dragons devoted their loyalty to Macara, destroying several planets and became notorious for the entire Elvesta star system.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001261809154013.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100126433942342.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001271184638661.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100127644591486.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100127885368763.']"
943,Anurada A,"These evil dragons devoted their loyalty to Macara, destroying several planets and became notorious for the entire Elvesta star system.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100142590907900.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001421381876961.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001421183638805.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100142748940787.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241001431447013868.']"
944,Anurada S,"These evil dragons devoted their loyalty to Macara, destroying several planets and became notorious for the entire Elvesta star system.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100455292135378.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241004551297160860.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241004552139679123.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100456372607972.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100456931360550.']"
945,Anurada SS,"These evil dragons devoted their loyalty to Macara, destroying several planets and became notorious for the entire Elvesta star system.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100513239706385.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005131551898915.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005131655349905.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005131818193988.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005141756030606.']"
946,Anurada SSS,"These evil dragons devoted their loyalty to Macara, destroying several planets and became notorious for the entire Elvesta star system.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032410052952675980.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005301642308698.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005301924868235.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324100530246689261.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241005301985439286.']"
947,Eclipse,"A dragon that swallows the sun, it can only be seen when an eclipse occurs. Because of its appearance, it is called the master of the eclipse, and when it occurs, its power is said to be incomparable with anyone. [Obtainable: Lucky Box]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101251423118131.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241012522052491994.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241012521377156155.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101252185925077.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241012531860479310.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101253731896110.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101253413077016.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101253280201491.png']"
948,Beled,"The dragon was born with unclean energy, and this dragon, born with bad energy, is always angry and violent, so if you see a dragon or a tamer around you, it will attack for any reason.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101436295797744.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014371949426686.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014371288140112.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014372054383686.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014371228782345.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014381334706136.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014381777151695.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241014381467453776.png']"
949,Meteor C,"It is a dragon born from a small star and has a small star on its forehead and tail. It boasts a very fast movement speed, and the stars on the tail and forehead shine brighter as the speed increases. People who see it sometimes mistake it as a shooting star.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101601800059913.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241016022133465714.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241016021158118477.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101602517710648.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2020032410160242196312.']"
950,Meteor B,"It is a dragon born from a small star and has a small star on its forehead and tail. It boasts a very fast movement speed, and the stars on the tail and forehead shine brighter as the speed increases. People who see it sometimes mistake it as a shooting star.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241016561067717280.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101656653045560.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101657877298699.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101657274966942.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324101657196449475.']"
951,Meteor A,"It is a dragon born from a small star and has a small star on its forehead and tail. It boasts a very fast movement speed, and the stars on the tail and forehead shine brighter as the speed increases. People who see it sometimes mistake it as a shooting star.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324103925984150111.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324103926202494870.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324103926168221190.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324103926518911976.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241038491595966740.']"
952,Meteor S,"It is a dragon born from a small star and has a small star on its forehead and tail. It boasts a very fast movement speed, and the stars on the tail and forehead shine brighter as the speed increases. People who see it sometimes mistake it as a shooting star.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241110301978880032.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241110301324767149.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111030687788700.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/202003241110301588242828.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200324111031603859361.']"
